function,qualname,url,signature,summary
negative_edge_cycle,networkx.algorithms.shortest_paths.weighted.negative_edge_cycle,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.shortest_paths.weighted.negative_edge_cycle.html,"negative_edge_cycle ( G , weight = 'weight' , heuristic = True ) [source] # Returns True if there exists a negative edge cycle anywhere in G. Parameters : G NetworkX graph weight string or function If this is a string, then edge weights will be accessed via the
edge attribute with this key (that is, the weight of the edge
joining u to v will be G.edges[u, v][weight] ). If no
such edge attribute exists, the weight of the edge is assumed to
be one. If this is a function, the weight of an edge is the value
returned by the function. The function must accept exactly three
positional arguments: the two endpoints of an edge and the
dictionary of edge attributes for that edge. The function must
return a number. heuristic bool Determines whether to use a heuristic to early detect negative
cycles at a negligible cost. In case of graphs with a negative cycle,
the performance of detection increases by at least an order of magnitude. Returns : negative_cycle bool True if a negative edge cycle exists, otherwise False. Notes Edge weight attributes must be numerical.
Distances are calculated as sums of weighted edges traversed. This algorithm uses bellman_ford_predecessor_and_distance() but finds
negative cycles on any component by first adding a new node connected to
every node, and starting bellman_ford_predecessor_and_distance on that
node.  It then removes that extra node. Examples >>> G = nx . cycle_graph ( 5 , create_using = nx . DiGraph ()) >>> print ( nx . negative_edge_cycle ( G )) False >>> G [ 1 ][ 2 ][ ""weight"" ] = - 7 >>> print ( nx . negative_edge_cycle ( G )) True ---- Additional backends implement this function graphblas : OpenMP-enabled sparse linear algebra backend.",Returns True if there exists a negative edge cycle anywhere in G.
communicability,networkx.algorithms.communicability_alg.communicability,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.communicability_alg.communicability.html,"communicability ( G ) [source] # Returns communicability between all pairs of nodes in G. The communicability between pairs of nodes in G is the sum of
walks of different lengths starting at node u and ending at node v. Parameters : G: graph Returns : comm: dictionary of dictionaries Dictionary of dictionaries keyed by nodes with communicability
as the value. Raises : NetworkXError If the graph is not undirected and simple. See also communicability_exp Communicability between all pairs of nodes in G  using spectral decomposition. communicability_betweenness_centrality Communicability betweenness centrality for each node in G. Notes This algorithm uses a spectral decomposition of the adjacency matrix.
Let G=(V,E) be a simple undirected graph.  Using the connection between
the powers  of the adjacency matrix and the number of walks in the graph,
the communicability  between nodes u and v based on the graph spectrum
is [1] \[C(u,v)=\sum_{j=1}^{n}\phi_{j}(u)\phi_{j}(v)e^{\lambda_{j}},\] where phi_{j}(u) is the urm{th} element of the jrm{th} orthonormal
eigenvector of the adjacency matrix associated with the eigenvalue lambda_{j} . References [ 1 ] Ernesto Estrada, Naomichi Hatano,
“Communicability in complex networks”,
Phys. Rev. E 77, 036111 (2008). https://arxiv.org/abs/0707.0756 Examples >>> G = nx . Graph ([( 0 , 1 ), ( 1 , 2 ), ( 1 , 5 ), ( 5 , 4 ), ( 2 , 4 ), ( 2 , 3 ), ( 4 , 3 ), ( 3 , 6 )]) >>> c = nx . communicability ( G )",Returns communicability between all pairs of nodes in G.
junction_tree,networkx.algorithms.tree.decomposition.junction_tree,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.tree.decomposition.junction_tree.html,"junction_tree ( G ) [source] # Returns a junction tree of a given graph. A junction tree (or clique tree) is constructed from a (un)directed graph G.
The tree is constructed based on a moralized and triangulated version of G.
The tree’s nodes consist of maximal cliques and sepsets of the revised graph.
The sepset of two cliques is the intersection of the nodes of these cliques,
e.g. the sepset of (A,B,C) and (A,C,E,F) is (A,C). These nodes are often called
“variables” in this literature. The tree is bipartite with each sepset
connected to its two cliques. Junction Trees are not unique as the order of clique consideration determines
which sepsets are included. The junction tree algorithm consists of five steps [1] : Moralize the graph Triangulate the graph Find maximal cliques Build the tree from cliques, connecting cliques with shared
nodes, set edge-weight to number of shared variables Find maximum spanning tree Parameters : G networkx.Graph Directed or undirected graph. Returns : junction_tree networkx.Graph The corresponding junction tree of G . Raises : NetworkXNotImplemented Raised if G is an instance of MultiGraph or MultiDiGraph . References [ 1 ] Junction tree algorithm: https://en.wikipedia.org/wiki/Junction_tree_algorithm [ 2 ] Finn V. Jensen and Frank Jensen. 1994. Optimal
junction trees. In Proceedings of the Tenth international
conference on Uncertainty in artificial intelligence (UAI’94).
Morgan Kaufmann Publishers Inc., San Francisco, CA, USA, 360–366.",Returns a junction tree of a given graph.
core_number,networkx.algorithms.core.core_number,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.core.core_number.html,"core_number ( G ) [source] # Returns the core number for each node. A k-core is a maximal subgraph that contains nodes of degree k or more. The core number of a node is the largest value k of a k-core containing
that node. Parameters : G NetworkX graph An undirected or directed graph Returns : core_number dictionary A dictionary keyed by node to the core number. Raises : NetworkXNotImplemented If G is a multigraph or contains self loops. Notes For directed graphs the node degree is defined to be the
in-degree + out-degree. References [ 1 ] An O(m) Algorithm for Cores Decomposition of Networks
Vladimir Batagelj and Matjaz Zaversnik, 2003. https://arxiv.org/abs/cs.DS/0310049 Examples >>> degrees = [ 0 , 1 , 2 , 2 , 2 , 2 , 3 ] >>> H = nx . havel_hakimi_graph ( degrees ) >>> nx . core_number ( H ) {0: 1, 1: 2, 2: 2, 3: 2, 4: 1, 5: 2, 6: 0} >>> G = nx . DiGraph () >>> G . add_edges_from ([( 1 , 2 ), ( 2 , 1 ), ( 2 , 3 ), ( 2 , 4 ), ( 3 , 4 ), ( 4 , 3 )]) >>> nx . core_number ( G ) {1: 2, 2: 2, 3: 2, 4: 2} ---- Additional backends implement this function cugraph GPU-accelerated backend. Directed graphs are not yet supported.",Returns the core number for each node.
non_randomness,networkx.algorithms.non_randomness.non_randomness,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.non_randomness.non_randomness.html,"non_randomness ( G , k = None , weight = 'weight' ) [source] # Compute the non-randomness of graph G. The first returned value nr is the sum of non-randomness values of all
edges within the graph (where the non-randomness of an edge tends to be
small when the two nodes linked by that edge are from two different
communities). The second computed value nr_rd is a relative measure that indicates
to what extent graph G is different from random graphs in terms
of probability. When it is close to 0, the graph tends to be more
likely generated by an Erdos Renyi model. Parameters : G NetworkX graph Graph must be symmetric, connected, and without self-loops. k int The number of communities in G.
If k is not set, the function will use a default community
detection algorithm to set it. weight string or None, optional (default=None) The name of an edge attribute that holds the numerical value used
as a weight. If None, then each edge has weight 1, i.e., the graph is
binary. Returns : non-randomness (float, float) tuple Non-randomness, Relative non-randomness w.r.t.
Erdos Renyi random graphs. Raises : NetworkXException if the input graph is not connected. NetworkXError if the input graph contains self-loops or if graph has no edges. Notes This computes Eq. (4.4) and (4.5) in Ref. [1] . If a weight field is passed, this algorithm will use the eigenvalues
of the weighted adjacency matrix to compute Eq. (4.4) and (4.5). References [ 1 ] Xiaowei Ying and Xintao Wu,
On Randomness Measures for Social Networks,
SIAM International Conference on Data Mining. 2009 Examples >>> G = nx . karate_club_graph () >>> nr , nr_rd = nx . non_randomness ( G , 2 ) >>> nr , nr_rd = nx . non_randomness ( G , 2 , ""weight"" )",Compute the non-randomness of graph G.
projected_graph,networkx.algorithms.bipartite.projection.projected_graph,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.bipartite.projection.projected_graph.html,"projected_graph ( B , nodes , multigraph = False ) [source] # Returns the projection of B onto one of its node sets. Returns the graph G that is the projection of the bipartite graph B
onto the specified nodes. They retain their attributes and are connected
in G if they have a common neighbor in B. Parameters : B NetworkX graph The input graph should be bipartite. nodes list or iterable Nodes to project onto (the “bottom” nodes). multigraph: bool (default=False) If True return a multigraph where the multiple edges represent multiple
shared neighbors.  They edge key in the multigraph is assigned to the
label of the neighbor. Returns : Graph NetworkX graph or multigraph A graph that is the projection onto the given nodes. See also is_bipartite is_bipartite_node_set sets weighted_projected_graph collaboration_weighted_projected_graph overlap_weighted_projected_graph generic_weighted_projected_graph Notes No attempt is made to verify that the input graph B is bipartite.
Returns a simple graph that is the projection of the bipartite graph B
onto the set of nodes given in list nodes.  If multigraph=True then
a multigraph is returned with an edge for every shared neighbor. Directed graphs are allowed as input.  The output will also then
be a directed graph with edges if there is a directed path between
the nodes. The graph and node properties are (shallow) copied to the projected graph. See bipartite documentation for further details on how bipartite graphs are handled in NetworkX. Examples >>> from networkx.algorithms import bipartite >>> B = nx . path_graph ( 4 ) >>> G = bipartite . projected_graph ( B , [ 1 , 3 ]) >>> list ( G ) [1, 3] >>> list ( G . edges ()) [(1, 3)] If nodes a , and b are connected through both nodes 1 and 2 then
building a multigraph results in two edges in the projection onto
[ a , b ]: >>> B = nx . Graph () >>> B . add_edges_from ([( ""a"" , 1 ), ( ""b"" , 1 ), ( ""a"" , 2 ), ( ""b"" , 2 )]) >>> G = bipartite . projected_graph ( B , [ ""a"" , ""b"" ], multigraph = True ) >>> print ([ sorted (( u , v )) for u , v in G . edges ()]) [['a', 'b'], ['a', 'b']]",Returns the projection of B onto one of its node sets.
is_isolate,networkx.algorithms.isolate.is_isolate,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.isolate.is_isolate.html,"is_isolate ( G , n ) [source] # Determines whether a node is an isolate. An isolate is a node with no neighbors (that is, with degree
zero). For directed graphs, this means no in-neighbors and no
out-neighbors. Parameters : G NetworkX graph n node A node in G . Returns : is_isolate bool True if and only if n has no neighbors. Examples >>> G = nx . Graph () >>> G . add_edge ( 1 , 2 ) >>> G . add_node ( 3 ) >>> nx . is_isolate ( G , 2 ) False >>> nx . is_isolate ( G , 3 ) True ---- Additional backends implement this function cugraph : GPU-accelerated backend. graphblas : OpenMP-enabled sparse linear algebra backend.",Determines whether a node is an isolate.
voronoi_cells,networkx.algorithms.voronoi.voronoi_cells,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.voronoi.voronoi_cells.html,"voronoi_cells ( G , center_nodes , weight = 'weight' ) [source] # Returns the Voronoi cells centered at center_nodes with respect
to the shortest-path distance metric. If \(C\) is a set of nodes in the graph and \(c\) is an element of \(C\) ,
the Voronoi cell centered at a node \(c\) is the set of all nodes \(v\) that are closer to \(c\) than to any other center node in \(C\) with
respect to the shortest-path distance metric. [1] For directed graphs, this will compute the “outward” Voronoi cells,
as defined in [1] , in which distance is measured from the center
nodes to the target node. For the “inward” Voronoi cells, use the DiGraph.reverse() method to reverse the orientation of the
edges before invoking this function on the directed graph. Parameters : G NetworkX graph center_nodes set A nonempty set of nodes in the graph G that represent the
center of the Voronoi cells. weight string or function The edge attribute (or an arbitrary function) representing the
weight of an edge. This keyword argument is as described in the
documentation for multi_source_dijkstra_path() ,
for example. Returns : dictionary A mapping from center node to set of all nodes in the graph
closer to that center node than to any other center node. The
keys of the dictionary are the element of center_nodes , and
the values of the dictionary form a partition of the nodes of G . Raises : ValueError If center_nodes is empty. References [ 1 ] ( 1 , 2 ) Erwig, Martin. (2000),”The graph Voronoi diagram with applications.” Networks , 36: 156–163. https://doi.org/10.1002/1097-0037(200010)36 :3<156::AID-NET2>3.0.CO;2-L Examples To get only the partition of the graph induced by the Voronoi cells,
take the collection of all values in the returned dictionary: >>> G = nx . path_graph ( 6 ) >>> center_nodes = { 0 , 3 } >>> cells = nx . voronoi_cells ( G , center_nodes ) >>> partition = set ( map ( frozenset , cells . values ())) >>> sorted ( map ( sorted , partition )) [[0, 1], [2, 3, 4, 5]]","Returns the Voronoi cells centered at center_nodes with respect
to the shortest-path distance metric."
topological_generations,networkx.algorithms.dag.topological_generations,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.dag.topological_generations.html,"topological_generations ( G ) [source] # Stratifies a DAG into generations. A topological generation is node collection in which ancestors of a node in each
generation are guaranteed to be in a previous generation, and any descendants of
a node are guaranteed to be in a following generation. Nodes are guaranteed to
be in the earliest possible generation that they can belong to. Parameters : G NetworkX digraph A directed acyclic graph (DAG) Yields : sets of nodes Yields sets of nodes representing each generation. Raises : NetworkXError Generations are defined for directed graphs only. If the graph G is undirected, a NetworkXError is raised. NetworkXUnfeasible If G is not a directed acyclic graph (DAG) no topological generations
exist and a NetworkXUnfeasible exception is raised.  This can also
be raised if G is changed while the returned iterator is being processed RuntimeError If G is changed while the returned iterator is being processed. See also topological_sort Notes The generation in which a node resides can also be determined by taking the
max-path-distance from the node to the farthest leaf node. That value can
be obtained with this function using enumerate(topological_generations(G)) . Examples >>> DG = nx . DiGraph ([( 2 , 1 ), ( 3 , 1 )]) >>> [ sorted ( generation ) for generation in nx . topological_generations ( DG )] [[2, 3], [1]]",Stratifies a DAG into generations.
radius,networkx.algorithms.distance_measures.radius,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.distance_measures.radius.html,"radius ( G , e = None , usebounds = False , weight = None ) [source] # Returns the radius of the graph G. The radius is the minimum eccentricity. Parameters : G NetworkX graph A graph e eccentricity dictionary, optional A precomputed dictionary of eccentricities. usebounds bool, optional If True , use extrema bounding (see Notes) when computing the radius
for undirected graphs. Extrema bounding may accelerate the
distance calculation for some graphs. usebounds is ignored if G is
directed or if e is not None . Default is False . weight string, function, or None If this is a string, then edge weights will be accessed via the
edge attribute with this key (that is, the weight of the edge
joining u to v will be G.edges[u, v][weight] ). If no
such edge attribute exists, the weight of the edge is assumed to
be one. If this is a function, the weight of an edge is the value
returned by the function. The function must accept exactly three
positional arguments: the two endpoints of an edge and the
dictionary of edge attributes for that edge. The function must
return a number. If this is None, every edge has weight/distance/cost 1. Weights stored as floating point values can lead to small round-off
errors in distances. Use integer weights to avoid this. Weights should be positive, since they are distances. Returns : r integer Radius of graph Notes When usebounds=True , the computation makes use of smart lower
and upper bounds and is often linear in the number of nodes, rather than
quadratic (except for some border cases such as complete graphs or circle
shaped-graphs). Examples >>> G = nx . Graph ([( 1 , 2 ), ( 1 , 3 ), ( 1 , 4 ), ( 3 , 4 ), ( 3 , 5 ), ( 4 , 5 )]) >>> nx . radius ( G ) 2",Returns the radius of the graph G.
shortest_path,networkx.algorithms.shortest_paths.generic.shortest_path,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.shortest_paths.generic.shortest_path.html,"shortest_path ( G , source = None , target = None , weight = None , method = 'dijkstra' ) [source] # Compute shortest paths in the graph. Parameters : G NetworkX graph source node, optional Starting node for path. If not specified, compute shortest
paths for each possible starting node. target node, optional Ending node for path. If not specified, compute shortest
paths to all possible nodes. weight None, string or function, optional (default = None) If None, every edge has weight/distance/cost 1.
If a string, use this edge attribute as the edge weight.
Any edge attribute not present defaults to 1.
If this is a function, the weight of an edge is the value
returned by the function. The function must accept exactly
three positional arguments: the two endpoints of an edge and
the dictionary of edge attributes for that edge.
The function must return a number. method string, optional (default = ‘dijkstra’) The algorithm to use to compute the path.
Supported options: ‘dijkstra’, ‘bellman-ford’.
Other inputs produce a ValueError.
If weight is None, unweighted graph methods are used, and this
suggestion is ignored. Returns : path: list or dictionary or iterator All returned paths include both the source and target in the path. If the source and target are both specified, return a single list
of nodes in a shortest path from the source to the target. If only the source is specified, return a dictionary keyed by
targets with a list of nodes in a shortest path from the source
to one of the targets. If only the target is specified, return a dictionary keyed by
sources with a list of nodes in a shortest path from one of the
sources to the target. If neither the source nor target are specified, return an iterator
over (source, dictionary) where dictionary is keyed by target to
list of nodes in a shortest path from the source to the target. Raises : NodeNotFound If source is not in G . ValueError If method is not among the supported options. See also all_pairs_shortest_path all_pairs_dijkstra_path all_pairs_bellman_ford_path single_source_shortest_path single_source_dijkstra_path single_source_bellman_ford_path Notes There may be more than one shortest path between a source and target.
This returns only one of them. Examples >>> G = nx . path_graph ( 5 ) >>> print ( nx . shortest_path ( G , source = 0 , target = 4 )) [0, 1, 2, 3, 4] >>> p = nx . shortest_path ( G , source = 0 ) # target not specified >>> p [ 3 ] # shortest path from source=0 to target=3 [0, 1, 2, 3] >>> p = nx . shortest_path ( G , target = 4 ) # source not specified >>> p [ 1 ] # shortest path from source=1 to target=4 [1, 2, 3, 4] >>> p = dict ( nx . shortest_path ( G )) # source, target not specified >>> p [ 2 ][ 4 ] # shortest path from source=2 to target=4 [2, 3, 4] ---- Additional backends implement this function cugraph GPU-accelerated backend. Negative weights are not yet supported. Additional parameters: dtype dtype or None, optional The data type (np.float32, np.float64, or None) to use for the edge weights in the algorithm. If None, then dtype is determined by the edge values.",Compute shortest paths in the graph.
resource_allocation_index,networkx.algorithms.link_prediction.resource_allocation_index,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.link_prediction.resource_allocation_index.html,"resource_allocation_index ( G , ebunch = None ) [source] # Compute the resource allocation index of all node pairs in ebunch. Resource allocation index of u and v is defined as \[\sum_{w \in \Gamma(u) \cap \Gamma(v)} \frac{1}{|\Gamma(w)|}\] where \(\Gamma(u)\) denotes the set of neighbors of \(u\) . Parameters : G graph A NetworkX undirected graph. ebunch iterable of node pairs, optional (default = None) Resource allocation index will be computed for each pair of
nodes given in the iterable. The pairs must be given as
2-tuples (u, v) where u and v are nodes in the graph. If ebunch
is None then all nonexistent edges in the graph will be used.
Default value: None. Returns : piter iterator An iterator of 3-tuples in the form (u, v, p) where (u, v) is a
pair of nodes and p is their resource allocation index. Raises : NetworkXNotImplemented If G is a DiGraph , a Multigraph or a MultiDiGraph . NodeNotFound If ebunch has a node that is not in G . References [ 1 ] T. Zhou, L. Lu, Y.-C. Zhang.
Predicting missing links via local information.
Eur. Phys. J. B 71 (2009) 623. https://arxiv.org/pdf/0901.0553.pdf Examples >>> G = nx . complete_graph ( 5 ) >>> preds = nx . resource_allocation_index ( G , [( 0 , 1 ), ( 2 , 3 )]) >>> for u , v , p in preds : ... print ( f ""( { u } , { v } ) -> { p : .8f } "" ) (0, 1) -> 0.75000000 (2, 3) -> 0.75000000",Compute the resource allocation index of all node pairs in ebunch.
bellman_ford_path,networkx.algorithms.shortest_paths.weighted.bellman_ford_path,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.shortest_paths.weighted.bellman_ford_path.html,"bellman_ford_path ( G , source , target , weight = 'weight' ) [source] # Returns the shortest path from source to target in a weighted graph G. Parameters : G NetworkX graph source node Starting node target node Ending node weight string or function (default=”weight”) If this is a string, then edge weights will be accessed via the
edge attribute with this key (that is, the weight of the edge
joining u to v will be G.edges[u, v][weight] ). If no
such edge attribute exists, the weight of the edge is assumed to
be one. If this is a function, the weight of an edge is the value
returned by the function. The function must accept exactly three
positional arguments: the two endpoints of an edge and the
dictionary of edge attributes for that edge. The function must
return a number. Returns : path list List of nodes in a shortest path. Raises : NodeNotFound If source is not in G . NetworkXNoPath If no path exists between source and target. See also dijkstra_path , bellman_ford_path_length Notes Edge weight attributes must be numerical.
Distances are calculated as sums of weighted edges traversed. Examples >>> G = nx . path_graph ( 5 ) >>> nx . bellman_ford_path ( G , 0 , 4 ) [0, 1, 2, 3, 4] ---- Additional backends implement this function cugraph GPU-accelerated backend. Negative cycles are not yet supported. NotImplementedError will be raised if there are negative edge weights. We plan to support negative edge weights soon. Also, callable weight argument is not supported. Additional parameters: dtype dtype or None, optional The data type (np.float32, np.float64, or None) to use for the edge weights in the algorithm. If None, then dtype is determined by the edge values. graphblas : OpenMP-enabled sparse linear algebra backend.",Returns the shortest path from source to target in a weighted graph G.
shortest_simple_paths,networkx.algorithms.simple_paths.shortest_simple_paths,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.simple_paths.shortest_simple_paths.html,"shortest_simple_paths ( G , source , target , weight = None ) [source] # Generate all simple paths in the graph G from source to target, starting from shortest ones. A simple path is a path with no repeated nodes. If a weighted shortest path search is to be used, no negative weights
are allowed. Parameters : G NetworkX graph source node Starting node for path target node Ending node for path weight string or function If it is a string, it is the name of the edge attribute to be
used as a weight. If it is a function, the weight of an edge is the value returned
by the function. The function must accept exactly three positional
arguments: the two endpoints of an edge and the dictionary of edge
attributes for that edge. The function must return a number or None.
The weight function can be used to hide edges by returning None.
So weight = lambda u, v, d: 1 if d['color']==""red"" else None will find the shortest red path. If None all edges are considered to have unit weight. Default
value None. Returns : path_generator: generator A generator that produces lists of simple paths, in order from
shortest to longest. Raises : NetworkXNoPath If no path exists between source and target. NetworkXError If source or target nodes are not in the input graph. NetworkXNotImplemented If the input graph is a Multi[Di]Graph. See also all_shortest_paths shortest_path all_simple_paths Notes This procedure is based on algorithm by Jin Y. Yen [1] .  Finding
the first \(K\) paths requires \(O(KN^3)\) operations. References [ 1 ] Jin Y. Yen, “Finding the K Shortest Loopless Paths in a
Network”, Management Science, Vol. 17, No. 11, Theory Series
(Jul., 1971), pp. 712-716. Examples >>> G = nx . cycle_graph ( 7 ) >>> paths = list ( nx . shortest_simple_paths ( G , 0 , 3 )) >>> print ( paths ) [[0, 1, 2, 3], [0, 6, 5, 4, 3]] You can use this function to efficiently compute the k shortest/best
paths between two nodes. >>> from itertools import islice >>> def k_shortest_paths ( G , source , target , k , weight = None ): ... return list ( ... islice ( nx . shortest_simple_paths ( G , source , target , weight = weight ), k ) ... ) >>> for path in k_shortest_paths ( G , 0 , 3 , 2 ): ... print ( path ) [0, 1, 2, 3] [0, 6, 5, 4, 3]",starting from shortest ones.
rich_club_coefficient,networkx.algorithms.richclub.rich_club_coefficient,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.richclub.rich_club_coefficient.html,"rich_club_coefficient ( G , normalized = True , Q = 100 , seed = None ) [source] # Returns the rich-club coefficient of the graph G . For each degree k , the rich-club coefficient is the ratio of the
number of actual to the number of potential edges for nodes with
degree greater than k : \[\phi(k) = \frac{2 E_k}{N_k (N_k - 1)}\] where N_k is the number of nodes with degree larger than k , and E_k is the number of edges among those nodes. Parameters : G NetworkX graph Undirected graph with neither parallel edges nor self-loops. normalized bool (optional) Normalize using randomized network as in [1] Q float (optional, default=100) If normalized is True, perform Q * m double-edge
swaps, where m is the number of edges in G , to use as a
null-model for normalization. seed integer, random_state, or None (default) Indicator of random number generation state.
See Randomness . Returns : rc dictionary A dictionary, keyed by degree, with rich-club coefficient values. Raises : NetworkXError If G has fewer than four nodes and normalized=True .
A randomly sampled graph for normalization cannot be generated in this case. Notes The rich club definition and algorithm are found in [1] .  This
algorithm ignores any edge weights and is not defined for directed
graphs or graphs with parallel edges or self loops. Normalization is done by computing the rich club coefficient for a randomly
sampled graph with the same degree distribution as G by
repeatedly swapping the endpoints of existing edges. For graphs with fewer than 4
nodes, it is not possible to generate a random graph with a prescribed
degree distribution, as the degree distribution fully determines the graph
(hence making the coefficients trivially normalized to 1).
This function raises an exception in this case. Estimates for appropriate values of Q are found in [2] . References [ 1 ] ( 1 , 2 ) Julian J. McAuley, Luciano da Fontoura Costa,
and Tibério S. Caetano,
“The rich-club phenomenon across complex network hierarchies”,
Applied Physics Letters Vol 91 Issue 8, August 2007. https://arxiv.org/abs/physics/0701290 [ 2 ] R. Milo, N. Kashtan, S. Itzkovitz, M. E. J. Newman, U. Alon,
“Uniform generation of random graphs with arbitrary degree
sequences”, 2006. https://arxiv.org/abs/cond-mat/0312028 Examples >>> G = nx . Graph ([( 0 , 1 ), ( 0 , 2 ), ( 1 , 2 ), ( 1 , 3 ), ( 1 , 4 ), ( 4 , 5 )]) >>> rc = nx . rich_club_coefficient ( G , normalized = False , seed = 42 ) >>> rc [ 0 ] 0.4",Returns the rich-club coefficient of the graph G .
antichains,networkx.algorithms.dag.antichains,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.dag.antichains.html,"antichains ( G , topo_order = None ) [source] # Generates antichains from a directed acyclic graph (DAG). An antichain is a subset of a partially ordered set such that any
two elements in the subset are incomparable. Parameters : G NetworkX DiGraph A directed acyclic graph (DAG) topo_order: list or tuple, optional A topological order for G (if None, the function will compute one) Yields : antichain list a list of nodes in G representing an antichain Raises : NetworkXNotImplemented If G is not directed NetworkXUnfeasible If G contains a cycle Notes This function was originally developed by Peter Jipsen and Franco Saliola
for the SAGE project. It’s included in NetworkX with permission from the
authors. Original SAGE code at: sagemath/sage References [ 1 ] Free Lattices, by R. Freese, J. Jezek and J. B. Nation,
AMS, Vol 42, 1995, p. 226. Examples >>> DG = nx . DiGraph ([( 1 , 2 ), ( 1 , 3 )]) >>> list ( nx . antichains ( DG )) [[], [3], [2], [2, 3], [1]]",Generates antichains from a directed acyclic graph (DAG).
all_pairs_dijkstra_path_length,networkx.algorithms.shortest_paths.weighted.all_pairs_dijkstra_path_length,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.shortest_paths.weighted.all_pairs_dijkstra_path_length.html,"all_pairs_dijkstra_path_length ( G , cutoff = None , weight = 'weight' ) [source] # Compute shortest path lengths between all nodes in a weighted graph. Parameters : G NetworkX graph cutoff integer or float, optional Length (sum of edge weights) at which the search is stopped.
If cutoff is provided, only return paths with summed weight <= cutoff. weight string or function If this is a string, then edge weights will be accessed via the
edge attribute with this key (that is, the weight of the edge
joining u to v will be G.edges[u, v][weight] ). If no
such edge attribute exists, the weight of the edge is assumed to
be one. If this is a function, the weight of an edge is the value
returned by the function. The function must accept exactly three
positional arguments: the two endpoints of an edge and the
dictionary of edge attributes for that edge. The function must
return a number or None to indicate a hidden edge. Returns : distance iterator (source, dictionary) iterator with dictionary keyed by target and
shortest path length as the key value. Notes Edge weight attributes must be numerical.
Distances are calculated as sums of weighted edges traversed. The dictionary returned only has keys for reachable node pairs. Examples >>> G = nx . path_graph ( 5 ) >>> length = dict ( nx . all_pairs_dijkstra_path_length ( G )) >>> for node in [ 0 , 1 , 2 , 3 , 4 ]: ... print ( f ""1 - { node } : { length [ 1 ][ node ] } "" ) 1 - 0: 1 1 - 1: 0 1 - 2: 1 1 - 3: 2 1 - 4: 3 >>> length [ 3 ][ 2 ] 1 >>> length [ 2 ][ 2 ] 0 ---- Additional backends implement this function cugraph GPU-accelerated backend. Additional parameters: dtype dtype or None, optional The data type (np.float32, np.float64, or None) to use for the edge weights in the algorithm. If None, then dtype is determined by the edge values. parallel A networkx backend that uses joblib to run graph algorithms in parallel. Find the nx-parallel’s configuration guide here The parallel implementation first divides the nodes into chunks and then creates a generator to lazily compute shortest paths lengths for each node in node_chunk , and then employs joblib’s Parallel function to execute these computations in parallel across n_jobs number of CPU cores. Additional parameters: get_chunks str, function (default = “chunks”) A function that takes in an iterable of all the nodes as input and returns an iterable node_chunks . The default chunking is done by slicing the G.nodes into n_jobs number of chunks. [ Source ]",Compute shortest path lengths between all nodes in a weighted graph.
